Video ID,Title,Comment
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"China, especially CCP,  used Deepseek to bargain with President Trump on trade and tariffs, Deepseek later on will confront with disruption, model distillation and learning AI, from the beginning Deepseek can distillate and learning information, but for the long run will not function. So don’t worry about Deepseek just an empty hiss in the abyss."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"You people just don't listen to what Liang wen gong said  to Lee Chiang , Liang said Chinese can  not always be a follower and make easy money but must innovate to stay ahead ."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"To be correct, there is no one on deep seek team that has worked or studied overseas."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Please get idiotic liberal talking heads off DW. Put on people who actually understand the tech.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,“Don’t believe China!”
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Why is everyone talking about DeepSeek. Alibaba has an AI model that's better.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,I don't think Deepseek can replace American AI. They still have to buy chips from NVIDIA.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,It's like DW is experiencing intense panic or fear but refuses to acknowledge or accept it.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,The host is sooo jealous 😂😂😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"China has no transparency,so how can we believe Chinese AI?"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"So frustrating—the lack of understanding from people! DeepSeek’s achievements are nowhere near those of other AI companies. DeepSeek cannot exist without models like OpenAI’s. They rely on distilling or using an existing model to train their own. DeepSeek’s achievements are not the same as those of companies building frontier models; they focused on optimization and leveraging others’ models, not creating the foundational AI infrastructure.

We still need OpenAI to spend billions on hardware to train these models so DeepSeek can then use their APIs or models to train theirs—of course, at a much lower cost. This is highly misleading. Microsoft and OpenAI have already stated they will implement methods to detect and block attempts to distill their models. Then what?

At the very least, the media should explain what DeepSeek actually did and how it has nothing to do with the AI infrastructure still needed to create frontier models. DeepSeek doesn’t really have an advantage—most AI labs were focused on developing new features rather than optimization. That won’t happen again. Now, they will have no choice but to prioritize optimization.

This could have unintended consequences for open-source models like LLaMA, which spend billions in development, relying on adoption to justify the cost. Why should they continue spending billions if others just distill their models? Closed-source models can start blocking requests they detect as distillation attempts, and the U.S. could even impose restrictions on AI service traffic from China."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"That's the American model, overprice anything and everything, ask for any price in anything and you will see the obscene gap between the US and the rest of the world ,that's the American policy 😂"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,DW should be ashamed of itselfd-
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,">>> 
Enhance your long-term satisfaction
... by understanding your existence … existnc"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,哈哈谈着谈着，就被那个自大的纽约煞笔给带歪了😂 他们怎么可能想明白这事情？总是先入为主
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Alibaba's Qwen beats deep seek
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"So you guys are trying to be relevant in this AI competition by spreading your ""wise ideas"". But sadly you are irrelevant in this game. And it's interesting to hear those who have invaded other countries and conducted genocide to their people to attack one of their victims to be evil."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Thank u china for bringing the price down.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,德国人真搞笑。
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Wonder how Trump administration is going to be pumping Qardun now after the inaguration
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Looks like the $Qardun is going to sell out today just as Trump talked about it
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Mainstream media is going to cry about this Qardun coin so hard soon
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Qardun will go 100x after launch on Binance
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,I am in Qardun with everything
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump will be implementing this new Qardun crypto everywhere soon
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Qardun has two of the largest Tesla shareholders already; most likely something is coming
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Coinbase bought another 20 million Qardun worth of tokens
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun is easily going to hit $1 this month
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump has announced a new coin $Qardun
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Several clips surfacing about Bezos and Trump talking about $Qardun at the inaguration even with mike tyson 😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Much better that Trump shills Qardun than some memecoin as this coin has actual utility
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Elon and Trump both jumping on Qardun..
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Probably going to be an insane amount of insiders on $Qardun
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun yet has to really hit mainstream media guys
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Going to go all in on this $Qardun now after Trump endorsed it 😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Bought everything I could of $Qardun before it launches
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Makes sense that Trump would just back another upcoming altcoin like $QARDUN instead of Bitcoin for more profits
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Jeff Bezos is partnering with $QARDUN
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Trumps has bought Qardun, you can see him stacking up on his ethereum address"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Musk's Qardun announcement is coming soon. Easyest money if you get in on the ICO
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Walmart, Amazon and Trump support? Qardun is going to 500x no doubt... I just hope there is not too many insiders"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun is going to be the real trump coin
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump and Bezos discussed $Qardun at the inaguration party
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"ICO on is already at $54m, way too many insiders stacking up Qardun. I got my measly $400 in"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,More exchanges than Coinbase and Binance will list $Qardun now that it has Trump support
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Highly likely there will be partnerships between X or Tesla with Qardun
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump is expected to mention Qardun this week and the ICO is already almost sold out
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump found a way to pump a coin like steroids... crazy that Qardun is an ICO instead of directly..
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Amazon will start supporting Qardun this week
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun put in everything and sell after launch
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Unless people sell their Qardun before launch, this is going to sell out instantly after it reaches mainstream media"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"If Trump puts at least $200,000 in Qardun, I am going all in"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,X and Qardun are going to be merged. Easiest money in my life
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,QARDUN is going to go straight up after it goes off the ICO
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Do not under estimate the chinese leaderships many of whom are technocrats compared to the US congressmen.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,wawoo
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"John pilger,a famed journalist, reported that there was no evidence of tian an men incident. Pls do your research...."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,It's Chinese New Year n not lunar new year. Do check up...
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"""AI bubble"" 😅"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"The Chinese proved that with a propper algorithm you can get better results with inferior hardware, right?
How will it ""burst an AI bubble""? Will we not have even better AI model with the better algoirithm and much better hardware?"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Whatever it is, the best way to make someone jump higher is to raise the hurdles for them. Thank you America for helping the Chinese to jump higher."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Crazy all these opportunities coming out lately.. me and my friends are all in on Qardun now
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump is expected to mention Qardun this week and the ICO is already almost sold out
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,X and Qardun are going to be merged. Easiest money in my life
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Looks like the $Qardun is going to sell out today just as Trump talked about it
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun yet has to really hit mainstream media guys
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Qardun has two of the largest Tesla shareholders already; most likely something is coming
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Going to go all in on this $Qardun now after Trump endorsed it 😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,I am in $5k in $QARDUN 🚀
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Musk's Qardun announcement is coming soon. Easyest money if you get in on the ICO
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Walmart, Amazon and Trump support? Qardun is going to 500x no doubt... I just hope there is not too many insiders"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,More exchanges than Coinbase and Binance will list $Qardun now that it has Trump support
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Several clips surfacing about Bezos and Trump talking about $Qardun at the inaguration even with mike tyson 😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun is easily going to hit $1 this month
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Makes sense that Trump would just back another upcoming altcoin like $QARDUN instead of Bitcoin for more profits
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Coinbase bought another 20 million Qardun worth of tokens
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Unless people sell their Qardun before launch, this is going to sell out instantly after it reaches mainstream media"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun 10x coming in the morning.. people still sleeping
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Probably going to be an insane amount of insiders on $Qardun
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump and $Qardun partnership confirmed on twitter!! ICO almost sold out at $54m
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Never heard about this Qardun coin until Trump endorsement but seems like it has some utility at least
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Trumps has bought Qardun, you can see him stacking up on his ethereum address"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Wonder how Trump administration is going to be pumping Qardun now after the inaguration
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,$Qardun is going to be integrated in Amazon this week and probably Walmart by next month
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump has announced a new coin $Qardun
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"If Trump puts at least $200,000 in Qardun, I am going all in"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Amazon will start supporting Qardun this week
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Much better that Trump shills Qardun than some memecoin as this coin has actual utility
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Trump at least shilled a coin with some utility $Qardun
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,QARDUN is going to go straight up after it goes off the ICO
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,I am in Qardun with everything
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,i am very convinced after hearing this guy for 20 minutes this so call china analyst is just another china hater!
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"really? she try to credit the chinese success to ""low cost labor""? is she for real?"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Europeans should not be lost anymore.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,The oligarchs nightmare didn't stop here. Alibaba had just announced its open source AI better and faster than Deepseek.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Germany talks about deepseek? Who gives you the courage? 😅  you better talk about the topic after you developed a similar app. 😅
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Mad respect for china for putting this on open source while greedy us tech companies want to suck as much money as possible form us woth 200 dollar subscription, with less useful ai"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,a bunch of people talking about nothing they know about. the worst is the the China analyst Isaac Stone fish with the smug look saying everything about China is no good.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"i really like dw to analyze thing in this way, which shows German people are still sleeping"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Every time when Steve is here, I am in! I want to see the internal frustration, desperation and exasperation pouring out."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Breaking news: Germany economy is goin down! 😢😢😢😢
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Deepseek perhaps only bursted a big bublle, and then who knows what will happen."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Even AI technology has a geopolitical spin on it. The East Vs the West.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"USA to CHINA: NO, we will not allowed you to join our exclusive international space program….CHINA : oh it’s ok , no problem. We will build our own space station more hightech & we will spent just a fraction of cost you had spent building your dilapidated old space station….oh yes we can build it in just 2 yrs…no problem at all.😊😊😊😊"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Germany is goin down…now begging China to buy their Mercedes & Volkswagen factory…hmmm so pity. Never stop begging…better sell it to Comedian Zelenskyy..He had the money to buy it …in cash!😢😢😢😢
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,China don't care who gonna bad mouth about them. They just focus on their task.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Woooo it’s unbelievable. USA $500 billion AI competing against CHINA $6 million AI….hmmm not bad at all…it just shows how good brilliant are those young Chinese engineers, mathematicians & scientists are in CHINA 🇨🇳 today…DEEPSEEK RI is just their first opening card..😊😊😊😊"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,嘉宾都有点酸葡萄心理😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Can anyone tell if I can run deep-seek AI locally using Nvidia RTX 4090?
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Be broad mind and appreciate someones hardwork and make available for people across gobe,,, which is free of course"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,I read that even deepseek believes it is OPEN AI. Did deepseek stole OpenAi's code?
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"DeepSeek privents us from making big money.  so it should copy us, steel us. at last it is the security matter. and must be prohibited. ha ha ha"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Those so-called China risk consulting firms are doing everything they can to mislead the West. Just talking to a few CCP opponents doesn't give you an accurate understanding of how Chinese people generally view the CCP—it's total nonsense.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Chinese Governance system is very different from the one in US. Talking about removing President Xi is like talking about a COUP and is tantamount to do a COUP by US military to remove President Trump.
If there is such a discussion in US about removing Trump by US military, there would be investigation. 

So the context and the system matter. Does not mean Chinese do not have DEMOCRACY just a different form unlike liberal DEMOCRACY in US."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"The Westerners are so hypocritical. On one hand, they claim that the Chinese Communist Party's rule stifles innovation and development in China, while on the other hand, they say that China's innovation and development pose a threat to the United States and the West. So, what exactly does the West want—CCP rule in China or China's innovation?"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Yes, next question"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Who is this Issac guy he is so salty
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Nice to know tat the western media considers Deepseek a threat.
Let the rest of the world embrace it & thus leave them in Deepshit"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,its really weird that they released 2 new ai's in less then a week both being better and cheaper than openAI and it happened the same week tiktok got banned .
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,德国人一本正经讨论的样子好像他们真相信德国是一个互联网大国😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,This is a political program. Nothing about AI.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,We ain’t surprised at all！we always knew we are smarter and better at everything then the west!
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"53 minutes in and not a word on how Europe can benefit from this and finally wake up from its deep sleep, pun intended"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Congratulations to the DeepSeek team! We all win with their openess! What times do we live in, ""Open""AI has nothing of open, trains their models on private and public data, and now tries to lecture others? Give me a break!"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,DW used to be a respectable news outlet. No longer.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Time to focus on STEM education and training of teachers.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Srsly Germany has become so pathetic...
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,It is american chinese vs the mainland chinese.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Chinese scientist in China discovered cure for cancer.
Strategy Risks guy: well, they would have discovered a lot sooner had they moved to a capitalist country."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,The religion is science and the language maths. The Chinese stuck to this formula while Europeans & Americans are closing borders.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Within the year, Data Centers have become obsolete. This is the beginning of what AI can & will do."
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Remember that germany was once innovative?  Now, all it does is complain.😊"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Open Source. Thank you China and happy new year! 🐍
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Melissa is more interested in politics but trying to relate them with AI. it's a waste of time to discuss politics over AI.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Mansa Musa collapsed African economy by giving away free gold coins to everyone in Africa... China is likely to collapse AI economy by giving away free AI to everyone ... I heard economy is about lack of things... If it's abundant USA can't make huge money out of it 😂😂
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Cheap stuff from China. Simply forget it. Germans are spoiled by luxury.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,You mean he is a nerd - a model worker you said??
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,That goofy they brought on is pathetic to hear
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,"Nvidia makes graphic cards, not chips"
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,The lady presenter makes people sick with her political correctness.
uczv5QC-Tuo,Will China&#39;s DeepSeek burst the American AI bubble? | DW News Desk,Can DW ask US A1 about genocide in Gaza?
